leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.05,0.85,,,68.378,
0.05,0.85,,,76.4911,
0.05,0.85,1.0,1.0,84.5931,85.6498
0.05,0.85,1.0,0.0,88.02595,
0.05,0.85,,,93.9838,
0.05,0.85,,,102.0868,
0.05,0.85,-1.0,0.0,110.18785,
0.05,0.85,,,118.99125,
0.05,0.85,,,127.59925,
0.05,0.85,-1.0,0.0,135.7031,
0.05,0.85,-1.0,0.0,141.1412,
0.05,0.85,,,144.26125,
0.05,0.85,-1.0,0.0,152.36205,
0.05,0.85,-1.0,0.0,158.30005,
0.05,0.85,,,166.0746,
0.05,0.85,,,174.17675,
0.05,0.85,-1.0,0.0,182.28025,
0.05,0.85,-1.0,0.0,186.053,
0.05,0.85,,,193.19715,
0.05,0.85,,,201.30015,
0.05,0.85,-1.0,0.0,209.4024,
0.05,0.85,1.0,0.0,218.76195,
0.05,0.85,-1.0,1.0,227.6319,229.68235
0.05,0.85,,,231.7578,
0.05,0.85,1.0,1.0,239.8595,243.8068
0.05,0.85,,,246.715,
0.05,0.85,-1.0,0.0,254.8177,
0.05,0.85,1.0,1.0,258.757,259.29755
0.05,0.85,-1.0,0.0,261.7699,
0.05,0.85,-1.0,0.0,266.94985,
0.05,0.85,,,270.5872,
0.05,0.85,1.0,1.0,278.6903,280.34775
0.05,0.85,,,283.11425,
0.05,0.85,-1.0,0.0,291.2173,
0.05,0.85,,,296.7183,
0.05,0.85,1.0,1.0,304.82835,307.7893
0.05,0.85,-1.0,0.0,309.86365,
0.05,0.85,-1.0,0.0,314.2219,
0.05,0.85,-1.0,0.0,322.1454,
0.05,0.85,1.0,1.0,328.34745,332.97685
0.05,0.85,,,335.99825,
0.05,0.85,,,344.1019,
0.05,0.85,1.0,1.0,352.2025,352.3241
0.05,0.85,-1.0,0.0,354.7956,
0.05,0.85,1.0,1.0,360.29665,360.51355
0.05,0.85,-1.0,0.0,362.8881,
0.05,0.85,1.0,1.0,366.81345,367.6457
0.05,0.85,1.0,1.0,369.91955,370.1748
0.05,0.85,1.0,1.0,372.2482,372.3419
0.05,0.85,1.0,1.0,376.4947,376.64225
0.05,0.85,1.0,0.0,382.25005,
0.05,0.85,1.0,1.0,385.20105,385.7156
0.05,0.85,1.0,1.0,388.08915,388.2986
0.05,0.85,1.0,1.0,392.37355,392.81135
0.05,0.85,1.0,1.0,396.25005,396.4944
0.05,0.85,1.0,1.0,398.56875,398.9377
0.05,0.85,1.0,1.0,401.2116,401.49935
0.05,0.85,1.0,1.0,407.62585,408.21885
0.05,0.85,1.0,1.0,410.49435,410.66735
0.05,0.85,1.0,1.0,414.74235,414.82905
0.05,0.85,1.0,0.0,417.6035,
0.05,0.85,1.0,0.0,421.8301,
0.05,0.85,1.0,1.0,424.826,425.49615
0.05,0.85,1.0,1.0,427.77,427.99705
0.05,0.85,1.0,1.0,431.8477,432.1579
0.05,0.85,1.0,1.0,436.2087,436.6706
0.05,0.85,1.0,1.0,440.565,440.84025
0.05,0.85,1.0,1.0,444.9993,445.4193
0.05,0.85,1.0,0.0,450.25315,
0.05,0.85,1.0,1.0,453.2999,453.72445
0.05,0.85,1.0,1.0,458.40675,460.17535
0.05,0.85,1.0,1.0,462.25025,462.79585
0.05,0.85,1.0,1.0,466.7407,467.5744
0.05,0.85,,,470.8555,
0.05,0.85,-1.0,0.0,480.2282,
0.05,0.85,,,489.57885,
0.05,0.85,-1.0,0.0,498.0737,
0.05,0.85,,,505.714,
0.05,0.85,1.0,1.0,513.814,514.25765
0.05,0.85,1.0,1.0,516.7324,517.05885
0.05,0.85,1.0,1.0,519.3327,519.81795
0.05,0.85,1.0,1.0,522.4923,527.6162
0.05,0.85,1.0,1.0,530.2901,533.57675
0.05,0.85,1.0,1.0,536.05015,540.7573
0.05,0.85,,,543.1324,
0.05,0.85,,,551.2352,
0.05,0.85,-1.0,1.0,559.34305,564.2409
0.05,0.85,1.0,1.0,566.31495,566.6949
0.05,0.85,,,570.5585,
0.05,0.85,,,578.6601,
0.05,0.85,1.0,1.0,586.7641,587.4319
0.05,0.85,1.0,1.0,590.98035,592.74545
0.05,0.85,1.0,1.0,595.01935,595.15995
0.05,0.85,1.0,1.0,599.6937,601.53165
0.05,0.85,1.0,1.0,604.77485,605.1698
0.05,0.85,1.0,1.0,608.1183,610.6783
0.05,0.85,1.0,1.0,612.75475,616.33695
0.05,0.85,,,618.6109,
0.05,0.85,1.0,1.0,626.7138,632.3894
0.05,0.85,1.0,1.0,636.5941,639.7087
0.05,0.85,1.0,0.0,643.87335,
0.8,0.05,,,649.32415,
0.8,0.05,1.0,0.0,659.4248,
0.8,0.05,,,666.3555,
0.8,0.05,,,674.4605,
0.8,0.05,1.0,0.0,682.5637,
0.8,0.05,-1.0,1.0,685.36705,688.198
0.8,0.05,1.0,0.0,690.57855,
0.8,0.05,-1.0,1.0,693.3052,694.691
0.8,0.05,-1.0,1.0,696.7654,697.0167
0.8,0.05,1.0,0.0,700.27985,
0.8,0.05,1.0,0.0,708.51955,
0.8,0.05,,,712.41995,
0.8,0.05,-1.0,0.0,720.52555,
0.8,0.05,-1.0,1.0,728.53675,729.21985
0.8,0.05,1.0,0.0,731.8947,
0.8,0.05,1.0,1.0,734.83035,735.2731
0.8,0.05,1.0,0.0,737.94785,
0.8,0.05,,,740.7383,
0.8,0.05,1.0,0.0,748.8392,
0.8,0.05,-1.0,1.0,751.6644,756.58755
0.8,0.05,-1.0,1.0,760.39715,763.4693
0.8,0.05,-1.0,0.0,765.74355,
0.8,0.05,-1.0,1.0,768.99845,775.3866
0.8,0.05,1.0,0.0,777.86195,
0.8,0.05,-1.0,1.0,780.3245,783.25055
0.8,0.05,1.0,0.0,785.329,
0.8,0.05,-1.0,1.0,789.5216,796.10825
0.8,0.05,1.0,0.0,799.86405,
0.8,0.05,,,802.8459,
0.8,0.05,-1.0,0.0,811.9823,
0.8,0.05,-1.0,1.0,816.2277,819.0973
0.8,0.05,1.0,0.0,821.1705,
0.8,0.05,-1.0,1.0,826.3953,832.84775
0.8,0.05,,,835.1256,
0.8,0.05,-1.0,0.0,843.22765,
0.8,0.05,-1.0,1.0,850.1203,851.81765
0.8,0.05,1.0,0.0,857.23425,
0.8,0.05,1.0,0.0,864.8204,
0.8,0.05,1.0,0.0,867.9049,
0.8,0.05,,,872.2011,
0.8,0.05,-1.0,1.0,881.22655,883.46945
0.8,0.05,-1.0,1.0,885.84305,889.9336
0.8,0.05,-1.0,1.0,892.40965,893.80805
0.8,0.05,-1.0,1.0,896.48645,896.93485
0.8,0.05,-1.0,1.0,899.2107,900.84225
0.8,0.05,-1.0,1.0,903.11715,904.3378
0.8,0.05,-1.0,1.0,906.8112,907.16325
0.8,0.05,-1.0,1.0,909.2388,914.0652
0.8,0.05,-1.0,1.0,917.39825,922.41105
0.8,0.05,-1.0,0.0,925.08585,
0.8,0.05,1.0,0.0,930.15905,
0.8,0.05,-1.0,0.0,934.3841,
0.8,0.05,-1.0,1.0,939.5441,940.4818
0.8,0.05,1.0,0.0,942.9557,
0.8,0.05,1.0,0.0,946.539,
0.8,0.05,-1.0,1.0,951.20035,951.84455
0.8,0.05,1.0,0.0,953.91795,
0.8,0.05,-1.0,1.0,957.4542,962.60915
0.8,0.05,1.0,0.0,965.3119,
0.8,0.05,-1.0,1.0,967.9089,970.91615
0.8,0.05,-1.0,1.0,975.5054,976.19355
0.8,0.05,-1.0,0.0,980.081,
0.8,0.05,-1.0,1.0,984.44545,988.15885
0.8,0.05,-1.0,1.0,992.7986,995.55295
0.8,0.05,-1.0,1.0,997.82725,998.3945
0.8,0.05,-1.0,0.0,1002.4006,
0.8,0.05,1.0,0.0,1006.33155,
0.8,0.05,1.0,0.0,1010.1981,
0.8,0.05,-1.0,1.0,1013.0201,1014.4711
0.8,0.05,-1.0,1.0,1016.8467,1017.4111
0.8,0.05,1.0,0.0,1020.0849,
0.8,0.05,-1.0,1.0,1023.63945,1024.47365
0.8,0.05,1.0,0.0,1026.94945,
0.8,0.05,-1.0,1.0,1030.34825,1030.8595
0.8,0.05,-1.0,1.0,1034.85325,1035.3289
0.8,0.05,1.0,0.0,1037.7035,
0.8,0.05,-1.0,0.0,1040.93175,
0.8,0.05,-1.0,1.0,1047.4946,1048.0182
0.8,0.05,1.0,0.0,1050.70095,
0.8,0.05,1.0,0.0,1056.7419,
0.8,0.05,1.0,0.0,1064.32335,
0.8,0.05,1.0,0.0,1069.67685,
0.8,0.05,1.0,0.0,1073.2064,
0.8,0.05,1.0,0.0,1078.3354,
0.8,0.05,1.0,0.0,1085.78715,
0.8,0.05,1.0,0.0,1093.4893,
0.8,0.05,-1.0,1.0,1099.81915,1101.76885
0.8,0.05,1.0,0.0,1104.0448,
0.8,0.05,-1.0,1.0,1106.55335,1108.6488
0.8,0.05,-1.0,1.0,1112.8822,1116.277
0.8,0.05,1.0,0.0,1118.35235,
0.8,0.05,-1.0,1.0,1122.9878,1123.37225
0.8,0.05,1.0,0.0,1125.6461,
0.8,0.05,-1.0,0.0,1130.2879,
0.8,0.05,-1.0,1.0,1133.35155,1136.27215
0.8,0.05,1.0,1.0,1138.7462,1139.0973
0.8,0.05,1.0,0.0,1143.15625,
0.8,0.05,1.0,0.0,1147.50645,
0.8,0.05,1.0,0.0,1155.53865,
0.8,0.05,1.0,1.0,1160.1289,1162.58125
0.8,0.05,-1.0,1.0,1164.85595,1165.4523
0.8,0.05,-1.0,1.0,1169.3239,1169.98555
0.8,0.05,-1.0,1.0,1172.06115,1172.5386
0.8,0.05,-1.0,1.0,1177.6808,1178.27515
0.8,0.05,-1.0,1.0,1180.74745,1181.2834
0.8,0.05,-1.0,1.0,1184.51365,1185.305
0.8,0.05,1.0,0.0,1187.4134,
0.8,0.05,-1.0,1.0,1191.85125,1192.331
0.8,0.05,-1.0,1.0,1194.8139,1195.5738
0.8,0.05,-1.0,0.0,1200.14915,
0.8,0.05,-1.0,0.0,1203.1939,
0.8,0.05,1.0,0.0,1209.55685,
0.8,0.05,1.0,0.0,1215.2961,
0.8,0.05,-1.0,1.0,1222.49735,1226.4332
