leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.2,0.85,1.0,1.0,13.7211,13.9816
0.2,0.85,1.0,0.0,16.3889,
0.2,0.85,-1.0,0.0,19.25055,
0.2,0.85,1.0,1.0,23.4956,23.97325
0.2,0.85,1.0,1.0,26.44825,27.22565
0.2,0.85,-1.0,0.0,29.9004,
0.2,0.85,1.0,1.0,32.63055,33.2548
0.2,0.85,-1.0,0.0,35.6279,
0.2,0.85,-1.0,0.0,38.92695,
0.2,0.85,-1.0,0.0,41.9965,
0.2,0.85,1.0,1.0,45.7402,46.35455
0.2,0.85,-1.0,0.0,49.02825,
0.2,0.85,1.0,0.0,52.09675,
0.2,0.85,-1.0,0.0,56.91865,
0.2,0.85,1.0,1.0,60.2107,65.38135
0.2,0.85,-1.0,0.0,67.85565,
0.2,0.85,-1.0,0.0,74.12715,
0.2,0.85,1.0,1.0,76.92235,81.6527
0.2,0.85,-1.0,1.0,83.72865,86.5006
0.2,0.85,1.0,1.0,88.97505,89.9962
0.2,0.85,1.0,0.0,92.27015,
0.2,0.85,-1.0,0.0,95.3802,
0.2,0.85,-1.0,0.0,102.2222,
0.2,0.85,1.0,1.0,105.33175,109.61125
0.2,0.85,1.0,1.0,114.55585,114.6801
0.2,0.85,1.0,1.0,117.35415,117.68685
0.2,0.85,1.0,1.0,119.76115,120.12845
0.2,0.85,1.0,1.0,122.50165,122.92995
0.2,0.85,1.0,1.0,125.30345,125.58465
0.2,0.85,1.0,1.0,133.2257,133.78745
0.2,0.85,-1.0,0.0,136.2613,
0.2,0.85,1.0,1.0,139.75935,140.17775
0.2,0.85,1.0,1.0,142.4516,142.80425
0.2,0.85,1.0,1.0,144.8784,145.2095
0.2,0.85,1.0,0.0,147.6839,
0.2,0.85,1.0,1.0,150.65995,151.06485
0.2,0.85,1.0,1.0,153.1394,153.43655
0.2,0.85,1.0,0.0,155.7104,
0.2,0.85,1.0,1.0,158.34195,158.84705
0.2,0.85,1.0,0.0,161.3194,
0.2,0.85,-1.0,0.0,165.0351,
0.2,0.85,1.0,1.0,167.77185,167.9266
0.2,0.85,1.0,1.0,170.1994,170.40535
0.2,0.85,1.0,1.0,173.07815,173.91485
0.2,0.85,1.0,1.0,175.98725,176.4092
0.2,0.85,1.0,1.0,178.48505,179.0315
0.2,0.85,1.0,1.0,181.40475,182.0031
0.2,0.85,1.0,1.0,184.2775,184.8938
0.2,0.85,1.0,1.0,187.36715,188.07615
0.2,0.85,1.0,1.0,192.05945,192.6015
0.2,0.85,1.0,1.0,195.27465,195.6227
0.2,0.85,1.0,1.0,197.69675,198.22115
0.2,0.85,1.0,1.0,200.5959,200.9561
0.2,0.85,1.0,1.0,203.23195,203.573
0.2,0.85,1.0,1.0,206.0475,206.4424
0.2,0.85,1.0,1.0,208.9184,209.31735
0.2,0.85,1.0,1.0,211.59025,211.9697
0.2,0.85,1.0,0.0,214.3453,
0.2,0.85,1.0,0.0,217.23845,
0.2,0.85,1.0,1.0,220.08785,220.40095
0.2,0.85,1.0,1.0,222.47595,222.829
0.2,0.85,1.0,1.0,225.3038,225.6609
0.2,0.85,1.0,1.0,228.03545,228.67445
0.2,0.85,1.0,1.0,230.9491,231.38505
0.2,0.85,1.0,1.0,236.04145,236.38445
0.2,0.85,1.0,1.0,238.4629,239.60595
0.2,0.85,1.0,1.0,242.08075,242.4039
0.2,0.85,1.0,1.0,244.6787,245.1275
0.2,0.85,1.0,0.0,247.80145,
0.2,0.85,1.0,1.0,251.0756,251.48045
0.2,0.85,1.0,1.0,254.2098,254.4871
0.2,0.85,1.0,1.0,256.96225,257.3193
0.2,0.85,1.0,1.0,259.9959,260.441
0.2,0.85,1.0,1.0,262.7155,263.13935
0.2,0.85,1.0,0.0,265.5148,
0.85,0.2,1.0,1.0,270.43215,270.7971
0.85,0.2,1.0,0.0,273.1737,
0.85,0.2,1.0,0.0,276.10525,
0.85,0.2,1.0,1.0,278.7592,279.8722
0.85,0.2,1.0,0.0,282.14555,
0.85,0.2,1.0,0.0,284.8512,
0.85,0.2,1.0,0.0,287.69655,
0.85,0.2,1.0,0.0,290.34515,
0.85,0.2,1.0,0.0,293.10625,
0.85,0.2,1.0,1.0,296.219,296.53975
0.85,0.2,1.0,1.0,299.5975,300.0592
0.85,0.2,1.0,0.0,302.13365,
